OrthoGroupID	Description	#Species	#Single-Copy	#Multi-Copy	ProtMedianLength	EvoRate	BiologicalProcesses	InterProDomains
EOG091G0UTL	"DnaJ (Hsp40) homolog, subfamily C, member 12"	309	302	7	191	1.1055	NA	IPR001623
EOG091G0UUT	"COMM domain containing 2"	287	278	9	199	1.1925	NA	IPR009886;IPR017920
EOG091G0UXY	"SUMO/sentrin peptidase family member, NEDD8 specific"	303	279	24	215	1.1349	GO:0006508	IPR003653
EOG091G0UYL	"Ribosomal protein L23/L15e core domain"	298	216	82	156	0.6875	GO:0009058	IPR001014;IPR005633;IPR012677;IPR012678;IPR013025
EOG091G0UZ0	"Ribosomal protein L35"	296	279	17	180	1.0277	NA	IPR019338;IPR021137
EOG091G0V3C	"proteasome maturation protein"	300	277	23	141	0.9812	GO:0043248	IPR008012
EOG091G0VGJ	"mediator complex subunit 31"	305	296	9	131	0.6626	NA	IPR008831
EOG091G0VIF	"RNA binding motif protein 48"	282	268	14	352	1.1334	NA	IPR012677
EOG091G0VMU	"mediator complex subunit 8"	317	301	16	258	1.0475	NA	IPR019364
EOG091G0VNB	"Ribosomal protein S10"	302	253	49	119	0.6176	GO:0009058	IPR001848;IPR005729;IPR018268;IPR027486
EOG091G0VQK	"Chromatin assembly factor 1 subunit A"	307	293	14	890	1.3207	GO:0006335;GO:0031497	IPR022043
EOG091G0VSN	"intraflagellar transport 20"	299	281	18	131	1.0178	GO:0001822;GO:0007224;GO:0008542;GO:0022008;GO:0034067;GO:0035845;GO:0036372;GO:0042384;GO:0051642;GO:0055007;GO:0060828;GO:0061351;GO:1902017;GO:2000785	IPR028172
EOG091G0VSZ	"Succinate dehydrogenase assembly factor 2, mitochondrial"	292	268	24	156	0.8712	GO:0018293	IPR005631;IPR028882
EOG091G0VTN	"ribosomal protein L14"	312	272	40	169	0.9254	GO:0009058	IPR002784;IPR008991;IPR014722
EOG091G0VVZ	"OTU domain containing 6B"	314	229	85	293	1.1162	GO:0035523;GO:0035871;GO:1990167;GO:1990168	IPR003323
EOG091G0VWO	"signal recognition particle 19"	308	277	31	144	0.8923	GO:0006605;GO:0006614	IPR002778
EOG091G0VZF	"DNA-directed RNA polymerase, RBP11-like dimerisation domain"	299	284	15	117	0.6578	GO:0009058;GO:0034641	IPR008193;IPR009025
EOG091G0W0U	"mitochondrial ribosomal protein S6"	285	275	10	137	1.1658	NA	IPR000529;IPR014717
EOG091G0W1S	"DNA-directed RNA polymerase, M/15kDa subunit"	275	264	11	126	0.6403	GO:0009058;GO:0034641	IPR001222;IPR001529;IPR012164;IPR019761
EOG091G0W26	"transcription elongation factor B (SIII), polypeptide 1 (15kDa, elongin C)"	314	265	49	112	0.5653	GO:0006511;GO:0009056	IPR001232;IPR011333;IPR016073
EOG091G0W2D	"tRNA methyltransferase 11-2 homolog (S. cerevisiae)"	250	222	28	124	0.9648	GO:0018364	IPR005651
EOG091G0W5M	"golgi SNAP receptor complex member 1"	301	275	26	236	0.9352	NA	IPR023601
EOG091G0W6G	"Ribosomal protein L30e"	309	245	64	115	0.6142	NA	IPR000231;IPR004038;IPR022991;IPR029064
EOG091G0W86	"NADH dehydrogenase (ubiquinone) complex I, assembly factor 2"	282	270	12	151	1.2212	GO:0022904;GO:0045333;GO:0061179;GO:0072593	IPR007763
EOG091G0W8V	"PHD finger protein 5A"	304	292	12	110	0.5419	NA	IPR005345
EOG091G0W96	"WD repeat domain 83 opposite strand"	264	251	13	106	0.6971	NA	IPR005351
EOG091G0WAL	"dynein, axonemal, light intermediate chain 1"	285	261	24	252	0.8667	NA	IPR019347
EOG091G0WCB	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit s (factor B)"	291	278	13	199	1.1635	NA	IPR026063;IPR032675
EOG091G0WLL	"Ribosomal protein S24e"	315	250	65	132	0.7112	GO:0009058	IPR001976;IPR012677;IPR012678;IPR018098
EOG091G0WPV	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5"	292	256	36	116	0.9218	GO:0006091;GO:0022904	IPR006806
EOG091G0WT4	"dynein, axonemal, light chain 4"	293	258	35	105	0.7928	GO:0007017	IPR001372
EOG091G0WUF	"INO80 complex subunit E"	239	229	10	244	0.7668	GO:0006281	IPR026678
EOG091G0WZ0	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa"	312	301	11	360	1.2623	GO:0006120;GO:0034641	IPR015828;IPR027417;IPR031314
EOG091G0X1V	"Prefoldin"	281	260	21	122	1.0564	NA	IPR002777;IPR009053
EOG091G0X1Z	"Transcription initiation factor IIA, gamma subunit"	306	275	31	109	0.6674	GO:0006367	IPR003194;IPR009083;IPR009088;IPR015871;IPR015872
EOG091G0X3B	"peptidyl-tRNA hydrolase domain containing 1"	254	247	7	124	0.9876	NA	IPR002833;IPR023476
EOG091G0X8F	"ribosomal protein S13"	314	263	51	151	0.5917	GO:0009058	IPR000589;IPR009068;IPR012606;IPR023029
EOG091G0XHF	"PSMC3 interacting protein"	242	228	14	210	1.166	GO:1903506	IPR010776
EOG091G0XKP	"phosphorylated adaptor for RNA export"	312	294	18	394	1.283	GO:0006408	IPR019385
EOG091G0XN1	"translocase of outer mitochondrial membrane 22 homolog (yeast)"	266	233	33	142	0.9679	NA	IPR005683
EOG091G0XQ3	"within bgcn homolog (Drosophila)"	259	247	12	204	0.849	GO:0000184;GO:1903259	IPR015362
EOG091G0XRQ	"chromosome 5 open reading frame 28"	281	267	14	215	1.1805	NA	IPR026572
EOG091G0XVD	"iron-sulfur cluster assembly 2"	302	289	13	154	0.8887	GO:0009058;GO:0016226	IPR000361;IPR016092;IPR017870
EOG091G0XXE	"coiled-coil domain containing 124"	290	278	12	217	0.9858	NA	IPR009071;IPR010422
EOG091G0XXM	"RAB interacting factor"	247	228	19	123	1.0141	GO:0007264	IPR007515;IPR011057;IPR011323
EOG091G0XYP	"programmed cell death 5"	310	293	17	126	0.9054	NA	IPR002836
EOG091G0XZC	"adenine phosphoribosyltransferase"	297	273	24	180	1.0234	GO:0006168;GO:0009116;GO:0034641;GO:0044281	IPR000836;IPR005764;IPR029057
EOG091G0Y05	"mitochondrial ribosomal protein S33"	306	281	25	109	0.8558	NA	IPR013219
EOG091G0Y09	"mediator complex subunit 10"	317	293	24	134	0.7635	NA	IPR019145
EOG091G0Y35	"membrane magnesium transporter 1"	288	269	19	122	0.9285	NA	IPR018937
EOG091G0Y6M	"coiled-coil domain containing 53"	305	291	14	187	1.194	NA	IPR019309
EOG091G0Y96	"chromatin accessibility complex 1"	273	259	14	129	1.037	NA	IPR003958;IPR009072
EOG091G0YBP	"coiled-coil-helix-coiled-coil-helix domain containing 1"	280	272	8	119	1.2803	NA	IPR009069;IPR010625
EOG091G0YCT	"cysteine-rich PDZ-binding protein"	288	273	15	101	0.7171	NA	IPR019367
EOG091G0YHX	"Ribosomal protein L31e"	308	239	69	125	0.7232	GO:0009058	IPR000054;IPR020052;IPR023621
EOG091G0YK9	"C1D nuclear receptor corepressor"	305	285	20	144	1.216	GO:0000460	IPR007146;IPR011082
EOG091G0YP6	"ribosomal protein L36"	304	247	57	105	0.7195	GO:0009058	IPR000509
EOG091G0YU6	"LSM domain"	275	235	40	118	0.5888	GO:0034641	IPR001163;IPR010920;IPR027248
EOG091G0YUO	"arginine/serine-rich coiled-coil 2"	293	282	11	424	1.0424	NA	IPR028124
EOG091G0YVI	"Ribosomal protein L7Ae/L30e/S12e/Gadd45"	300	265	35	128	0.6611	NA	IPR002415;IPR004037;IPR004038;IPR018492;IPR029064
EOG091G0YY3	"NADH dehydrogenase (ubiquinone) complex I, assembly factor 4"	292	280	12	175	1.4049	GO:0006461;GO:0032981;GO:0065003	IPR009622
EOG091G0YYA	"thioredoxin domain containing 15"	300	285	15	301	1.2106	GO:0042592	IPR012336;IPR013766
EOG091G0YZ0	"mediator complex subunit 11"	250	235	15	118	0.9544	NA	IPR019404
EOG091G0Z43	"TP53 regulated inhibitor of apoptosis 1"	265	235	30	76	0.9111	GO:0015914;GO:0034644;GO:0090201;GO:0097035;GO:1902166;GO:2001140	IPR007918
EOG091G0Z4E	"Riboflavin kinase"	284	235	49	155	0.871	GO:0009058;GO:0009231;GO:0016310;GO:0034641;GO:0044281	IPR015865;IPR023465;IPR023468
EOG091G0Z6N	"peptidylprolyl cis/trans isomerase, NIMA-interacting 4"	278	257	21	130	0.6343	NA	IPR000297
EOG091G0Z6Z	"H/ACA ribonucleoprotein complex, subunit Gar1"	291	278	13	215	0.7894	GO:0001522;GO:0034641	IPR007504;IPR009000;IPR021154
EOG091G0Z7J	"CWC25 spliceosome-associated protein homolog"	311	286	25	419	1.1351	GO:0007052	IPR019339;IPR022209
EOG091G0ZDR	"down-regulator of transcription 1, TBP-binding (negative cofactor 2)"	307	298	9	176	0.7116	NA	IPR003958;IPR009072
EOG091G0ZEJ	"chromosome 19 open reading frame 52"	247	241	6	210	1.3043	GO:0009792	IPR019322
EOG091G0ZLI	"splicing factor 3b, subunit 5, 10kDa"	255	242	13	86	0.6174	NA	IPR009846;IPR017089
EOG091G0ZLQ	"PRKR interacting protein 1 (IL11 inducible)"	308	301	7	186	0.8473	GO:0003014;GO:0006469;GO:0042326;GO:1904030	IPR009548
EOG091G0ZNH	"CGRP receptor component"	291	276	15	140	1.0515	GO:0044237	IPR005574;IPR006590;IPR010997
EOG091G0ZRG	"Ribosomal protein S19, superfamily"	295	253	42	146	0.6705	GO:0009058	IPR002222;IPR005713;IPR020934;IPR023575
EOG091G0ZTA	"COMM domain containing 5"	251	236	15	208	1.3438	NA	IPR009886;IPR017920
EOG091G0ZUA	"ATPase, V1 complex, subunit F"	257	216	41	122	0.7249	GO:0015991;GO:0015992;GO:0034220	IPR005772;IPR008218
EOG091G0ZWE	"LSM domain"	310	286	24	127	0.5871	NA	IPR001163;IPR010920;IPR027141
EOG091G105E	"Prefoldin"	259	238	21	128	0.9493	NA	IPR002777;IPR009053
EOG091G107U	"ribosomal protein L37a"	311	242	69	92	0.6794	GO:0009058	IPR002674;IPR011331;IPR011332
EOG091G1081	"signal recognition particle 14kDa (homologous Alu RNA binding protein)"	298	266	32	110	0.9129	GO:0006605;GO:0006614	IPR003210;IPR009018
EOG091G10CG	"LSM domain"	300	267	33	91	0.606	NA	IPR001163;IPR010920
EOG091G10FG	"Ribosomal protein L37e"	300	230	70	96	0.7136	GO:0009058	IPR001569;IPR011331;IPR011332;IPR018267
EOG091G10IX	"Rab5-interacting protein"	294	283	11	128	0.8658	NA	IPR010742;IPR029008
EOG091G10MO	"Prefoldin"	304	279	25	135	1.0413	NA	IPR002777;IPR009053;IPR016661
EOG091G10O5	"NMD3 ribosome export adaptor"	314	260	54	503	0.9097	NA	IPR007064
EOG091G10SA	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2, 8kDa"	281	259	22	97	0.8886	NA	IPR007741;IPR012336;IPR016464
EOG091G10SJ	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7, 18kDa"	256	240	16	126	1.0143	NA	IPR008698
EOG091G112U	"ribosomal protein L35a"	301	248	53	110	0.7457	GO:0009058	IPR001780;IPR009000;IPR018266
EOG091G113O	"ribosomal protein S21"	259	216	43	83	0.6985	GO:0009058	IPR001931;IPR018279
EOG091G1144	"mitochondrial ribosomal protein L14"	303	292	11	145	0.872	GO:0009058	IPR000218;IPR023571
EOG091G114S	"short coiled-coil protein"	310	278	32	125	0.6918	GO:0016239	IPR019357
EOG091G115J	"fragile site, folic acid type, rare, fra(10)(q23.3) or fra(10)(q24.2) candidate 1"	308	299	9	289	0.909	NA	IPR019129
EOG091G116R	"signal peptidase complex subunit 1"	282	259	23	101	0.9317	GO:0006465;GO:0034641	IPR009542
EOG091G11CG	"polymerase (RNA) II (DNA directed) polypeptide F"	300	284	16	127	0.6032	GO:0009058;GO:0034641	IPR006110;IPR006111;IPR012293;IPR020708;IPR028363
EOG091G11CO	"homogentisate 1,2-dioxygenase"	315	282	33	437	0.7466	GO:0006559;GO:0006570;GO:0009056;GO:0044281;GO:0055114	IPR005708;IPR011051;IPR014710
EOG091G11IM	"mediator complex subunit 21"	309	285	24	144	0.8589	GO:0001824;GO:0019827	IPR021384
EOG091G11O6	"LSM domain"	302	272	30	119	0.6019	NA	IPR001163;IPR010920;IPR027141
EOG091G11OU	"Prefoldin"	260	247	13	153	0.9113	NA	IPR002777;IPR009053;IPR027235
EOG091G11PB	"CDK5 regulatory subunit associated protein 3"	291	276	15	505	1.1544	GO:0001933;GO:0007095;GO:0008283;GO:0031398;GO:0032088;GO:0044818;GO:0071569;GO:0071901;GO:1900182;GO:1901798;GO:1903363	IPR008491
EOG091G11QL	"LYR motif containing 5"	282	259	23	85	0.8303	NA	IPR008011
EOG091G126L	"LSM8 homolog, U6 small nuclear RNA associated"	296	286	10	96	0.699	NA	IPR001163;IPR010920
EOG091G126R	"MYST/Esa1-associated factor 6"	300	286	14	191	0.7312	GO:0043968;GO:0043981;GO:0043982;GO:0043983;GO:0044154	IPR015418
EOG091G1285	"family with sequence similarity 32, member A"	291	260	31	112	0.7565	NA	IPR013865
EOG091G12A5	"NADH dehydrogenase (ubiquinone) Fe-S protein 6, 13kDa (NADH-coenzyme Q reductase)"	300	282	18	124	0.8504	GO:0006631;GO:0006936;GO:0010259;GO:0022904;GO:0035264;GO:0061458;GO:0070584;GO:0072358	IPR016668;IPR019401
EOG091G1311	"dpy-30 histone methyltransferase complex regulatory subunit"	282	252	30	99	0.7924	GO:0016197;GO:0051568	IPR007858
EOG091G132G	"Suppressor of fused"	301	284	17	462	0.9972	NA	IPR007768;IPR016591;IPR020941;IPR024314
EOG091G134K	"ribosomal protein S25"	299	240	59	124	0.6403	NA	IPR004977
EOG091G13IJ	"synovial apoptosis inhibitor 1, synoviolin"	310	290	20	602	0.75	GO:0016567;GO:0030433	IPR001841;IPR013083;IPR032832
EOG091G13NA	"DNA-directed RNA polymerase, subunit C11/M/9"	224	211	13	108	0.7445	GO:0009058;GO:0034641	IPR001222;IPR001529;IPR012164;IPR019761
EOG091G13P1	"protein O-fucosyltransferase 2"	301	280	21	425	1.0636	GO:0001707;GO:0010468;GO:0010717;GO:0036065;GO:0036066;GO:0051046	IPR019378
EOG091G13XF	"succinate dehydrogenase complex assembly factor 4"	291	262	29	107	0.8155	NA	IPR012875
EOG091G141O	"Eukaryotic translation initiation factor 3 subunit J"	300	269	31	236	1.0541	NA	IPR013906;IPR023194
EOG091G1422	"Ribosomal protein L29"	321	260	61	123	0.7618	GO:0009058	IPR001854;IPR018254
EOG091G1467	"S-adenosylmethionine decarboxylase"	316	265	51	334	0.936	GO:0006597;GO:0008295;GO:0009058;GO:0034641	IPR001985;IPR016067;IPR018166;IPR018167
EOG091G146E	"N(alpha)-acetyltransferase 38, NatC auxiliary subunit"	227	220	7	117	0.8555	NA	IPR001163;IPR010920
EOG091G14DH	"bolA family member 1"	246	234	12	134	0.9243	NA	IPR002634
EOG091G1549	"mitochondrial ribosomal protein L49"	260	239	21	166	1.1822	NA	IPR007740
EOG091G15HS	"methyltransferase like 9"	287	278	9	286	1.0159	NA	IPR007884;IPR029063
EOG091G15HV	"GSK3B interacting protein"	291	275	16	139	1.1141	NA	IPR007967;IPR023231
EOG091G15KV	"NADH dehydrogenase"	303	270	33	176	1.1225	NA	IPR008699;IPR016551
EOG091G15N9	"Ribosomal protein S16"	258	242	16	135	0.914	GO:0009058	IPR000307;IPR023803
EOG091G15XS	"signal recognition particle 9kDa"	298	282	16	78	0.9078	GO:0006614;GO:0045900	IPR008832;IPR009018
EOG091G15XZ	"translocase of inner mitochondrial membrane 10 homolog (yeast)"	270	258	12	90	0.731	GO:0045039	IPR004217;IPR027247
EOG091G167Y	"atonal bHLH transcription factor 8"	275	266	9	319	0.8733	NA	IPR011598;IPR032660
EOG091G16EY	"Ribosomal protein L23/L15e core domain"	285	269	16	150	1.052	GO:0009058	IPR012677;IPR012678;IPR013025
EOG091G1757	"chromosome 12 open reading frame 57"	265	257	8	117	1.0327	NA	IPR026317
EOG091G17I3	"mitochondrial ribosomal protein L27"	309	281	28	146	1.073	GO:0009058	IPR001684
EOG091G17J4	"Sec61 beta subunit"	243	228	15	96	0.725	NA	IPR016482;IPR030671
EOG091G17K3	"XPA"	315	298	17	271	0.9361	GO:0006950;GO:0009411;GO:0034641	IPR000465;IPR009061;IPR022652;IPR022656;IPR022658
EOG091G1817	"RTF1 homolog, Paf1/RNA polymerase II complex component"	319	292	27	663	0.9475	GO:0006352;GO:0006368;GO:0016570	IPR004343;IPR018144;IPR031102
EOG091G184V	"transmembrane protein 70"	301	292	9	227	1.2408	GO:0033615	IPR009724
EOG091G18B1	"late endosomal/lysosomal adaptor, MAPK and MTOR activator 5"	267	249	18	91	1.1	GO:0019079	IPR024135
EOG091G18BK	"TSR2, 20S rRNA accumulation, homolog (S. cerevisiae)"	247	226	21	188	1.4129	NA	IPR019398
EOG091G18YA	"mitochondrial ribosomal protein S23"	239	226	13	179	1.1591	NA	IPR019520;IPR023611
EOG091G18Z5	"SUZ RNA binding domain containing 1"	291	262	29	157	1.0392	NA	IPR024642;IPR024771
EOG091G197A	"defender against cell death 1"	270	256	14	113	0.7612	NA	IPR003038
EOG091G19WY	"ribosomal protein S26"	275	209	66	115	0.6075	GO:0009058	IPR000892
EOG091G19Y2	"CTD nuclear envelope phosphatase 1 regulatory subunit 1"	299	285	14	125	0.7866	GO:0035307	IPR019168
EOG091G1A1V	"small nuclear ribonucleoprotein 27kDa (U4/U6.U5)"	253	245	8	155	0.7191	NA	IPR013957
EOG091G1A3H	"alpha- and gamma-adaptin binding protein"	245	238	7	291	1.2606	NA	IPR019341
EOG091G1AP6	"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit"	300	277	23	161	0.8453	GO:0009058;GO:0015986;GO:0034641;GO:0044281;GO:0055085	IPR001469;IPR020546;IPR020547
EOG091G1BQN	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 10, 22kDa"	304	292	12	168	1.1066	NA	IPR019377
EOG091G1CLN	"zinc finger, CCHC domain containing 10"	253	239	14	162	0.7297	NA	IPR001878
