manuscript	dataset	partition_name	cluster_number
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0557	392
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0557	392
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0563	393
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0563	393
Whelan2015	Dataset1_FullData	Gene_0563	393
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0565	394
Whelan2015	Dataset1_FullData	Gene_0565	394
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0565	394
Whelan2015	Dataset1_FullData	Gene_0568	395
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0568	395
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0568	395
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0576	396
Whelan2015	Dataset1_FullData	Gene_0576	396
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0576	396
Whelan2015	Dataset1_FullData	Gene_0601	397
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0601	397
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0601	397
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0608	398
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0608	398
Whelan2015	Dataset1_FullData	Gene_0608	398
Whelan2015	Dataset1_FullData	Gene_0614	399
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0614	399
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0614	399
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0623	400
Whelan2015	Dataset1_FullData	Gene_0623	400
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0623	400
Whelan2015	Dataset1_FullData	Gene_0624	401
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0624	401
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0624	401
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0625	402
Whelan2015	Dataset1_FullData	Gene_0625	402
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0625	402
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0629	403
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0629	403
Whelan2015	Dataset1_FullData	Gene_0629	403
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0639	404
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0639	404
Whelan2015	Dataset1_FullData	Gene_0639	404
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0641	405
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0641	405
Whelan2015	Dataset1_FullData	Gene_0641	405
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0644	406
Whelan2015	Dataset1_FullData	Gene_0644	406
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0644	406
Whelan2015	Dataset1_FullData	Gene_0651	407
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0651	407
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0651	407
Whelan2015	Dataset1_FullData	Gene_0652	408
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0652	408
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0652	408
Whelan2015	Dataset1_FullData	Gene_0658	409
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0658	409
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0658	409
Whelan2015	Dataset1_FullData	Gene_0667	410
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0667	410
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0667	410
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0674	411
Whelan2015	Dataset1_FullData	Gene_0674	411
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0674	411
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0678	412
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0678	412
Whelan2015	Dataset1_FullData	Gene_0678	412
Whelan2015	Dataset1_FullData	Gene_0681	413
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0681	413
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0681	413
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0687	414
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0687	414
Whelan2015	Dataset1_FullData	Gene_0687	414
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0691	415
Whelan2015	Dataset1_FullData	Gene_0691	415
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0691	415
Whelan2015	Dataset1_FullData	Gene_0695	416
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0695	416
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0695	416
Whelan2015	Dataset1_FullData	Gene_0709	417
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0709	417
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0709	417
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0727	418
Whelan2015	Dataset1_FullData	Gene_0727	418
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0727	418
Whelan2015	Dataset1_FullData	Gene_0741	419
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0741	419
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0741	419
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0745	420
Whelan2015	Dataset1_FullData	Gene_0745	420
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0745	420
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0766	421
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0766	421
Whelan2015	Dataset1_FullData	Gene_0766	421
Whelan2015	Dataset1_FullData	Gene_0773	422
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0773	422
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0773	422
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0786	423
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0786	423
Whelan2015	Dataset1_FullData	Gene_0786	423
Whelan2015	Dataset1_FullData	Gene_0793	424
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0793	424
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0793	424
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0802	425
Whelan2015	Dataset1_FullData	Gene_0802	425
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0802	425
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0806	426
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0806	426
Whelan2015	Dataset1_FullData	Gene_0806	426
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0807	427
Whelan2015	Dataset1_FullData	Gene_0807	427
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0807	427
Whelan2015	Dataset1_FullData	Gene_0808	428
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0808	428
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0808	428
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0813	429
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0813	429
Whelan2015	Dataset1_FullData	Gene_0813	429
Whelan2015	Dataset1_FullData	Gene_0819	430
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0819	430
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0819	430
Whelan2015	Dataset1_FullData	Gene_0822	431
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0822	431
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0822	431
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0834	432
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0834	432
Whelan2015	Dataset1_FullData	Gene_0834	432
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0835	433
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0835	433
Whelan2015	Dataset1_FullData	Gene_0835	433
Whelan2015	Dataset1_FullData	Gene_0857	434
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0857	434
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0857	434
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0873	435
Whelan2015	Dataset1_FullData	Gene_0873	435
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0873	435
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0874	436
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0874	436
Whelan2015	Dataset1_FullData	Gene_0874	436
Whelan2015	Dataset1_FullData	Gene_0894	437
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0894	437
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0894	437
Whelan2015	Dataset1_FullData	Gene_0895	438
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0895	438
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0895	438
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0896	439
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0896	439
Whelan2015	Dataset1_FullData	Gene_0896	439
Whelan2015	Dataset1_FullData	Gene_0904	440
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0904	440
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0904	440
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0909	441
Whelan2015	Dataset1_FullData	Gene_0909	441
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0909	441
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0910	442
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0910	442
Whelan2015	Dataset1_FullData	Gene_0910	442
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0917	443
Whelan2015	Dataset1_FullData	Gene_0917	443
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0917	443
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0921	444
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0921	444
Whelan2015	Dataset1_FullData	Gene_0921	444
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0925	445
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0925	445
Whelan2015	Dataset1_FullData	Gene_0925	445
Whelan2015	Dataset1_FullData	Gene_0927	446
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0927	446
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0927	446
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0930	447
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0930	447
Whelan2015	Dataset1_FullData	Gene_0930	447
Whelan2015	Dataset1_FullData	Gene_0933	448
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0933	448
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0933	448
Whelan2015	Dataset1_FullData	Gene_0941	449
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0941	449
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0941	449
Whelan2015	Dataset1_FullData	Gene_0942	450
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0942	450
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0942	450
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0945	451
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0945	451
Whelan2015	Dataset1_FullData	Gene_0945	451
Whelan2015	Dataset1_FullData	Gene_0947	452
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0947	452
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0947	452
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0951	453
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0951	453
Whelan2015	Dataset1_FullData	Gene_0951	453
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0963	454
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0963	454
Whelan2015	Dataset1_FullData	Gene_0963	454
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0964	455
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0964	455
Whelan2015	Dataset1_FullData	Gene_0964	455
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0966	456
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0966	456
Whelan2015	Dataset1_FullData	Gene_0966	456
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0969	457
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0969	457
Whelan2015	Dataset1_FullData	Gene_0969	457
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0974	458
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0974	458
Whelan2015	Dataset1_FullData	Gene_0974	458
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0983	459
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0983	459
Whelan2015	Dataset1_FullData	Gene_0983	459
Whelan2015	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa	Gene_0989	460
Whelan2015	Dataset1_FullData	Gene_0989	460
Whelan2015	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned	Gene_0989	460
Whelan2017	Metazoa_full	Subset7_04	461
Whelan2017	Metazoa_Choano_RCFV_strict	Subset11_01	461
Whelan2017	Metazoa_full	Subset10_03	461
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META14095-42-Calc_Hmm10-BMGE05	462
Whelan2017	Metazoa_full	Subset13_03	462
Whelan2017	Metazoa_Choano_RCFV_strict	Subset23	462
Borowiec2015	Total1080	OG1005.fasta.aln_gene5	463
Borowiec2015	Best108	OG1005.fasta.aln_gene2	463
Borowiec2015	Best108	OG1129.fasta.aln_gene7	464
Borowiec2015	Total1080	OG1129.fasta.aln_gene120	464
Borowiec2015	Best108	OG113.fasta.aln_gene9	465
Borowiec2015	Total1080	OG113.fasta.aln_gene131	465
Borowiec2015	Best108	OG1148.fasta.aln_gene10	466
Borowiec2015	Total1080	OG1148.fasta.aln_gene140	466
Borowiec2015	Best108	OG120.fasta.aln_gene12	467
Borowiec2015	Total1080	OG120.fasta.aln_gene161	467
Borowiec2015	Total1080	OG132.fasta.aln_gene172	468
Borowiec2015	Best108	OG132.fasta.aln_gene13	468
Borowiec2015	Best108	OG139.fasta.aln_gene14	469
Borowiec2015	Total1080	OG139.fasta.aln_gene178	469
Borowiec2015	Total1080	OG145.fasta.aln_gene184	470
Borowiec2015	Best108	OG145.fasta.aln_gene16	470
Borowiec2015	Best108	OG167.fasta.aln_gene17	471
Borowiec2015	Total1080	OG167.fasta.aln_gene207	471
Borowiec2015	Best108	OG17.fasta.aln_gene18	472
Borowiec2015	Total1080	OG17.fasta.aln_gene220	472
Borowiec2015	Total1080	OG190.fasta.aln_gene231	473
Borowiec2015	Best108	OG190.fasta.aln_gene19	473
Borowiec2015	Best108	OG198.fasta.aln_gene20	474
Borowiec2015	Total1080	OG198.fasta.aln_gene239	474
Borowiec2015	Total1080	OG211.fasta.aln_gene255	475
Borowiec2015	Best108	OG211.fasta.aln_gene24	475
Borowiec2015	Total1080	OG250.fasta.aln_gene297	476
Borowiec2015	Best108	OG250.fasta.aln_gene27	476
Borowiec2015	Best108	OG270.fasta.aln_gene31	477
Borowiec2015	Total1080	OG270.fasta.aln_gene318	477
Borowiec2015	Total1080	OG30.fasta.aln_gene361	478
Borowiec2015	Best108	OG30.fasta.aln_gene38	478
Borowiec2015	Best108	OG365.fasta.aln_gene42	479
Borowiec2015	Total1080	OG365.fasta.aln_gene419	479
Borowiec2015	Best108	OG366.fasta.aln_gene43	480
Borowiec2015	Total1080	OG366.fasta.aln_gene420	480
Borowiec2015	Best108	OG384.fasta.aln_gene47	481
Borowiec2015	Total1080	OG384.fasta.aln_gene439	481
Borowiec2015	Best108	OG408.fasta.aln_gene49	482
Borowiec2015	Total1080	OG408.fasta.aln_gene466	482
Borowiec2015	Total1080	OG43.fasta.aln_gene500	483
Borowiec2015	Best108	OG43.fasta.aln_gene54	483
Borowiec2015	Best108	OG444.fasta.aln_gene56	484
Borowiec2015	Total1080	OG444.fasta.aln_gene505	484
Borowiec2015	Total1080	OG467.fasta.aln_gene528	485
Borowiec2015	Best108	OG467.fasta.aln_gene57	485
Borowiec2015	Best108	OG474.fasta.aln_gene58	486
Borowiec2015	Total1080	OG474.fasta.aln_gene536	486
Borowiec2015	Best108	OG49.fasta.aln_gene61	487
Borowiec2015	Total1080	OG49.fasta.aln_gene563	487
Borowiec2015	Best108	OG496.fasta.aln_gene60	488
Borowiec2015	Total1080	OG496.fasta.aln_gene560	488
Borowiec2015	Total1080	OG513.fasta.aln_gene576	489
Borowiec2015	Best108	OG513.fasta.aln_gene63	489
Borowiec2015	Total1080	OG52.fasta.aln_gene592	490
Borowiec2015	Best108	OG52.fasta.aln_gene65	490
Borowiec2015	Total1080	OG557.fasta.aln_gene619	491
Borowiec2015	Best108	OG557.fasta.aln_gene69	491
Borowiec2015	Best108	OG559.fasta.aln_gene70	492
Borowiec2015	Total1080	OG559.fasta.aln_gene621	492
Borowiec2015	Total1080	OG573.fasta.aln_gene636	493
Borowiec2015	Best108	OG573.fasta.aln_gene73	493
Borowiec2015	Total1080	OG619.fasta.aln_gene685	494
Borowiec2015	Best108	OG619.fasta.aln_gene78	494
Borowiec2015	Total1080	OG624.fasta.aln_gene689	495
Borowiec2015	Best108	OG624.fasta.aln_gene79	495
Borowiec2015	Best108	OG642.fasta.aln_gene81	496
Borowiec2015	Total1080	OG642.fasta.aln_gene707	496
Borowiec2015	Best108	OG654.fasta.aln_gene83	497
Borowiec2015	Total1080	OG654.fasta.aln_gene720	497
Borowiec2015	Total1080	OG685.fasta.aln_gene754	498
Borowiec2015	Best108	OG685.fasta.aln_gene85	498
Borowiec2015	Best108	OG686.fasta.aln_gene86	499
Borowiec2015	Total1080	OG686.fasta.aln_gene755	499
Borowiec2015	Best108	OG81.fasta.aln_gene96	500
Borowiec2015	Total1080	OG81.fasta.aln_gene899	500
Borowiec2015	Total1080	OG84.fasta.aln_gene930	501
Borowiec2015	Best108	OG84.fasta.aln_gene99	501
Borowiec2015	Best108	OG871.fasta.aln_gene102	502
Borowiec2015	Total1080	OG871.fasta.aln_gene953	502
Borowiec2015	Best108	OG89.fasta.aln_gene105	503
Borowiec2015	Total1080	OG89.fasta.aln_gene984	503
Borowiec2015	Total1080	OG920.fasta.aln_gene1006	504
Borowiec2015	Best108	OG920.fasta.aln_gene106	504
Borowiec2015	Best108	OG95.fasta.aln_gene108	505
Borowiec2015	Total1080	OG95.fasta.aln_gene1045	505
Borowiec2015	Total1080	OG1000.fasta.aln_gene1	506
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META12538-42-Calc_Hmm10-BMGE05	506
Hejnol2009	Hejnol2009	Tribe4544_0	507
Borowiec2015	Total1080	OG1002.fasta.aln_gene2	507
Borowiec2015	Total1080	OG1014.fasta.aln_gene14	508
Hejnol2009	Hejnol2009	Tribe4948_0	508
Hejnol2009	Hejnol2009	Tribe5093_0	509
Borowiec2015	Total1080	OG1016.fasta.aln_gene16	509
Borowiec2015	Total1080	OG102.fasta.aln_gene27	510
Hejnol2009	Hejnol2009	Tribe1398_0	510
Borowiec2015	Total1080	OG1025.fasta.aln_gene24	511
Hejnol2009	Hejnol2009	Tribe4943_0	511
Hejnol2009	Hejnol2009	Tribe5382_0	512
Borowiec2015	Total1080	OG1026.fasta.aln_gene25	512
Borowiec2015	Total1080	OG1031.fasta.aln_gene29	513
Hejnol2009	Hejnol2009	Tribe4576_0	513
Borowiec2015	Total1080	OG1041.fasta.aln_gene38	514
Hejnol2009	Hejnol2009	Tribe5207_0	514
Borowiec2015	Total1080	OG1042.fasta.aln_gene39	515
Hejnol2009	Hejnol2009	Tribe3323_0	515
Hejnol2009	Hejnol2009	Tribe1784_0	516
Borowiec2015	Total1080	OG1050.fasta.aln_gene48	516
Borowiec2015	Total1080	OG1055.fasta.aln_gene51	517
Hejnol2009	Hejnol2009	Tribe3309_0	517
Borowiec2015	Total1080	OG1058.fasta.aln_gene54	518
Hejnol2009	Hejnol2009	Tribe5415_0	518
Hejnol2009	Hejnol2009	Tribe4566_0	519
Borowiec2015	Total1080	OG1070.fasta.aln_gene67	519
Borowiec2015	Total1080	OG1072.fasta.aln_gene68	520
Hejnol2009	Hejnol2009	Tribe3237_0	520
Hejnol2009	Hejnol2009	Tribe4323_0	521
Borowiec2015	Total1080	OG1081.fasta.aln_gene77	521
Borowiec2015	Total1080	OG1085.fasta.aln_gene80	522
Hejnol2009	Hejnol2009	Tribe4588_0	522
Borowiec2015	Total1080	OG1087.fasta.aln_gene81	523
Hejnol2009	Hejnol2009	Tribe2811_0	523
Moroz2014	ED3a	0476	524
Borowiec2015	Total1080	OG1099.fasta.aln_gene91	524
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META12680-42-Calc_Hmm10-BMGE05	525
Borowiec2015	Total1080	OG1106.fasta.aln_gene97	525
Hejnol2009	Hejnol2009	Tribe4761_0	526
Borowiec2015	Total1080	OG1107.fasta.aln_gene98	526
Borowiec2015	Total1080	OG1115.fasta.aln_gene107	527
Ryan2013	est.opisthokonta	gene220	527
Borowiec2015	Total1080	OG1134.fasta.aln_gene126	528
Hejnol2009	Hejnol2009	Tribe2383_0	528
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META13322-42-Calc_Hmm10-BMGE05	529
Borowiec2015	Total1080	OG1152.fasta.aln_gene145	529
Borowiec2015	Total1080	OG1157.fasta.aln_gene150	530
Ryan2013	est.opisthokonta	gene267	530
Borowiec2015	Total1080	OG124.fasta.aln_gene164	531
Moroz2014	ED3a	0522	531
Ryan2013	est.opisthokonta	gene39	532
Borowiec2015	Total1080	OG134.fasta.aln_gene174	532
Borowiec2015	Total1080	OG163.fasta.aln_gene204	533
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META15144-42-Calc_Hmm10-BMGE05	533
Borowiec2015	Total1080	OG175.fasta.aln_gene215	534
Ryan2013	est.opisthokonta	gene269	534
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META12795-42-Calc_Hmm10-BMGE05	535
Borowiec2015	Total1080	OG18.fasta.aln_gene230	535
Borowiec2015	Total1080	OG180.fasta.aln_gene221	536
Hejnol2009	Hejnol2009	Tribe2365_0	536
Hejnol2009	Hejnol2009	Tribe3016_0	537
Borowiec2015	Total1080	OG182.fasta.aln_gene223	537
Hejnol2009	Hejnol2009	Tribe2329_0	538
Borowiec2015	Total1080	OG186.fasta.aln_gene227	538
Ryan2013	est.opisthokonta	gene216	539
Borowiec2015	Total1080	OG200.fasta.aln_gene243	539
Borowiec2015	Total1080	OG207.fasta.aln_gene250	540
Ryan2013	genome.opisthokonta	gene112	540
Hejnol2009	Hejnol2009	Tribe2349_0	541
Borowiec2015	Total1080	OG223.fasta.aln_gene267	541
Borowiec2015	Total1080	OG231.fasta.aln_gene276	542
Hejnol2009	Hejnol2009	Tribe2353_0	542
Simion2017	supermatrix_97sp_401632pos_1719genes	V2META12462-42-Calc_Hmm10-BMGE05	543
Borowiec2015	Total1080	OG233.fasta.aln_gene278	543
Hejnol2009	Hejnol2009	Tribe2799_0	544
Borowiec2015	Total1080	OG235.fasta.aln_gene280	544
Dunn2008	Dunn2008	Tribe320	545
Borowiec2015	Total1080	OG252.fasta.aln_gene299	545
